,Nombre_Institucion,Provincia,Canton,Parroquia,Numero_de_estudiantes,Numero_de_docentes
1114,ESCUELA FISCAL MIXTA  25 DE OCTUBRE,LOJA,CELICA,SABANILLA,66,3
1115,SABANILLA,LOJA,CELICA,SABANILLA,28,5
1121,GUILLERMO GRANDA,LOJA,CELICA,CRUZPAMBA,32,3
1122,ADELA MENDIETA,LOJA,CELICA,CRUZPAMBA,72,4
1127,ESCUELA ALFREDO ROBERS,LOJA,CELICA,LOAIZA,61,6
1128,CARLOS RAUL BUSTAMANTE,LOJA,CELICA,LOAIZA,37,2
1130,ESCUELA CARLOS BUSTAMANTE,LOJA,CELICA,CRUZPAMBA,37,3
1138,DIEGO DE NOBOA,LOJA,CELICA,POZUL (SAN JUAN DE POZUL),30,4
1142,JOSE JAVIER EGUIGUREN,LOJA,CELICA,POZUL (SAN JUAN DE POZUL),33,3
1143,JOSE MIGUEL UNDA,LOJA,CELICA,POZUL (SAN JUAN DE POZUL),29,3
1144,DR  JOSE ANTONIO BAQUERO DE LA CALLE,LOJA,CELICA,POZUL (SAN JUAN DE POZUL),47,6
1145,MIGUEL ANGEL MONTALVO,LOJA,CELICA,POZUL (SAN JUAN DE POZUL),26,3
1150,MADRE TERESA DE CALCUTA,LOJA,CELICA,POZUL (SAN JUAN DE POZUL),37,2
1151,ESCUELA FISCAL MIXTA PEDRO PACHECO,LOJA,CELICA,POZUL (SAN JUAN DE POZUL),48,4
1152,ENRIQUE PESTALOZZI,LOJA,CELICA,POZUL (SAN JUAN DE POZUL),87,9
1153,JUAN JOSE FERIA PUCHA,LOJA,CELICA,CELICA,23,1
1159,REPUBLICA DE GUATEMALA,LOJA,CELICA,CELICA,54,3
1161,COMUNA DOMINGUILLO,LOJA,CELICA,CELICA,47,7
1162,PEDRO JOSE TRAJANO BUSTAMANTE,LOJA,CELICA,CELICA,42,2
1164,RICARDO FERNANDEZ (C.A.),LOJA,CELICA,CELICA,44,7
1166,ESCUELA VILCABAMBA,LOJA,CELICA,CELICA,46,5
1173,FAE,LOJA,CELICA,CELICA,21,2
1174,CABO SEGUNDO GABRIEL HIPOLITO SOLIS MOREIRA,LOJA,CELICA,CELICA,25,3
1180,RIO MALACATOS,LOJA,CELICA,CELICA,58,4
1185,LAZARO CARDENAS,LOJA,CELICA,SABANILLA,57,4
1186,COLEGIO ARTESANAL FRANCISCO CELI BARBA,LOJA,CHAGUARPAMBA,CHAGUARPAMBA,24,2
1187,UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXTENSION LA DOLOROSA,LOJA,CHAGUARPAMBA,CHAGUARPAMBA,65,7
1190,JUAN JOSE CASTILLO CELI,LOJA,CHAGUARPAMBA,CHAGUARPAMBA,21,3
1194,CELSA FILOTEA MOCHA ORDOÑEZ,LOJA,CHAGUARPAMBA,CHAGUARPAMBA,23,2
1205,JOSE LINO PALACIOS,LOJA,CHAGUARPAMBA,EL ROSARIO,21,2
1208,ISABEL MARIA LIZALDEZ DE TRUJILLO,LOJA,CHAGUARPAMBA,CHAGUARPAMBA,30,2
1216,UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXTENSION LOZUMBE,LOJA,CHAGUARPAMBA,SANTA RUFINA,39,7
1217,MATILDE HIDALGO DE PROCEL,LOJA,CHAGUARPAMBA,SANTA RUFINA,79,9
1223,QUITO LUZ DE AMERICA,LOJA,CHAGUARPAMBA,SANTA RUFINA,38,2
1224,CONDORAZO,LOJA,CHAGUARPAMBA,SANTA RUFINA,55,7
1229,12 DE FEBRERO,LOJA,CHAGUARPAMBA,AMARILLOS,87,10
1243,ESCUELA JOSE JOAQUIN PALACIOS,LOJA,ESPINDOLA,BELLAVISTA,32,2
1244,BERNARDO VALDIVIESO,LOJA,ESPINDOLA,BELLAVISTA,55,4
1248,DR JOSE LUIS TAMAYO,LOJA,ESPINDOLA,JIMBURA,37,2
1253,DIEZ DE OCTUBRE,LOJA,ESPINDOLA,JIMBURA,40,2
1254,MONS. JOSE IGNACIO CHECA,LOJA,ESPINDOLA,JIMBURA,50,3
1256,LAUREL DEL AIRO,LOJA,ESPINDOLA,EL AIRO,23,1
1257,LA NARANJA,LOJA,ESPINDOLA,27 DE ABRIL,25,4
1262,ESCUELA FISCAL MIXTA JUAN JOSE PEÑA,LOJA,ESPINDOLA,27 DE ABRIL,21,3
1265,ANTONIO FIDEL GARCIA TORRES,LOJA,ESPINDOLA,27 DE ABRIL,21,2
1270,DR GUADALUPE LARRIVA GONZALEZ,LOJA,ESPINDOLA,EL INGENIO,37,3
1271,24 DE OCTUBRE,LOJA,ESPINDOLA,EL INGENIO,27,3
1273,TRABAJADORES EL INGENIO,LOJA,ESPINDOLA,EL INGENIO,33,6
1277,HERNANDO DE BARAHONA,LOJA,ESPINDOLA,EL AIRO,73,7
1278,ANA MARIETA ROJAS GARRIDO,LOJA,ESPINDOLA,EL INGENIO,55,5
1280,FISCAL MIXTA LUZ CLARITA SUÁREZ,LOJA,ESPINDOLA,EL AIRO,44,3
1281,MANABI,LOJA,ESPINDOLA,EL AIRO,43,4
1284,MONSEÑOR JOSE MARIA HARRIS MORALES,LOJA,ESPINDOLA,AMALUZA,32,3
1286,GUSTAVO TORRES ADRIANCEN,LOJA,ESPINDOLA,AMALUZA,68,8
1287,ESCUELA FISCAL MIXTA GABRIEL GARCIA MORENO,LOJA,ESPINDOLA,AMALUZA,79,12
1289,ZAMORA DE LOS ALCALDES,LOJA,ESPINDOLA,AMALUZA,57,4
1292,ASUNCION,LOJA,ESPINDOLA,AMALUZA,22,2
1297,COLEGIO FISCAL MIXTO DR HUGO GUILLERMO GONZALEZ,LOJA,ESPINDOLA,SANTA TERESITA,82,9
1299,ESPINDOLA,LOJA,ESPINDOLA,SANTA TERESITA,59,8
1301,LIBIA MERCHAN,LOJA,ESPINDOLA,SANTA TERESITA,54,5
1303,DIEZ DE AGOSTO,LOJA,ESPINDOLA,SANTA TERESITA,25,1
1305,RIOBAMBA,LOJA,ESPINDOLA,SANTA TERESITA,44,6
1306,ISMAEL PEREZ PAZMIÑO,LOJA,ESPINDOLA,SANTA TERESITA,30,3
1308,ARCADIO MENDIETA VIRGEN DEL CISNE,LOJA,GONZANAMA,CHANGAIMINA (LA LIBERTAD),23,2
1315,CENTRO ARTESANAL JUAN MARIA RIOFRIO ANEXO A LA UE SAN VICENTE DE PAUL,LOJA,GONZANAMA,CHANGAIMINA (LA LIBERTAD),79,9
1316,PROFESORA CRIMILDA TORRES DE GUARNIZO,LOJA,GONZANAMA,CHANGAIMINA (LA LIBERTAD),27,4
1324,INDOAMERICA,LOJA,GONZANAMA,CHANGAIMINA (LA LIBERTAD),59,9
1329,RIO SARAGURO,LOJA,GONZANAMA,CHANGAIMINA (LA LIBERTAD),28,5
1338,CAMILO PONCE ENRIQUEZ,LOJA,GONZANAMA,SACAPALCA,21,2
1339,CIUDAD DE GONZANAMA,LOJA,GONZANAMA,SACAPALCA,55,6
1342,JUAN DE SALINAS,LOJA,GONZANAMA,SACAPALCA,22,6
1343,ADAN CASTILLO CAÑAR,LOJA,GONZANAMA,SACAPALCA,23,3
1346,CALIXTO CUEVA SANCHEZ,LOJA,GONZANAMA,SACAPALCA,47,4
1347,GALAPAGOS,LOJA,GONZANAMA,SACAPALCA,28,2
1357,COLEGIO TECNICO AGRICOLA 30 DE SEPTIEMBRE,LOJA,GONZANAMA,PURUNUMA (EGUIGUREN),82,14
1358,AGUSTIN CUEVA,LOJA,GONZANAMA,PURUNUMA (EGUIGUREN),61,8
1360,UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXTENSIÓN PURUNUMA,LOJA,GONZANAMA,PURUNUMA (EGUIGUREN),48,7
1368,JUAN BAUTISTA AGUIRRE,LOJA,GONZANAMA,GONZANAMA,41,3
1371,LAUTARO VICENTE LOAIZA,LOJA,GONZANAMA,GONZANAMA,53,7
1374,CENTRO ARTESANAL DR. LYA HARTN,LOJA,GONZANAMA,GONZANAMA,54,9
1392,ABELARDO FLORES,LOJA,GONZANAMA,NAMBACOLA,87,7
1394,PROVINCIA DE LOJA,LOJA,GONZANAMA,NAMBACOLA,40,3
1395,VICENTE ROCAFUERTE,LOJA,GONZANAMA,NAMBACOLA,46,5
1397,JOSE MARIA BURNEO,LOJA,GONZANAMA,NAMBACOLA,51,4
1400,DR. BALTAZAR AGUIRRE,LOJA,GONZANAMA,NAMBACOLA,63,7
1406,JARDIN ANTONIO PEÑA CELI,LOJA,LOJA,VILCABAMBA (VICTORIA),74,3
1407,JOSE VICENTE ANDRADE,LOJA,LOJA,VILCABAMBA (VICTORIA),22,2
1411,CENTRO  DE   FORMACION ARTESANAL FISCAL VILCABAMBA,LOJA,LOJA,VILCABAMBA (VICTORIA),35,4
1417,JULIAN DE RUA PIZARRO,LOJA,LOJA,VILCABAMBA (VICTORIA),28,3
1418,GONZALO ABAD GRIJALVA,LOJA,LOJA,VILCABAMBA (VICTORIA),39,4
1423,NUEVE DE OCTUBRE,LOJA,LOJA,SAN PEDRO DE VILCABAMBA,85,9
1426,MATILDE PALACIO DE JARAMILLO,LOJA,LOJA,YANGANA (ARSENIO CASTILLO),23,3
1428,FRAY VICENTE SOLANO,LOJA,LOJA,YANGANA (ARSENIO CASTILLO),97,9
1434,JOSE VASCONCELOS,LOJA,LOJA,QUINARA,65,3
1436,DIRIGENTES DEL FUTURO,LOJA,LOJA,MALACATOS (VALLADOLID),34,2
1440,DR LUIS EMILIO RODRIGUEZ,LOJA,LOJA,MALACATOS (VALLADOLID),35,6
1441,MANUEL ESTEBAN GODOY O.,LOJA,LOJA,MALACATOS (VALLADOLID),39,3
1445,TEODORO WOLF,LOJA,LOJA,MALACATOS (VALLADOLID),68,11
1455,BLANCA CANO PALACIOS,LOJA,LOJA,MALACATOS (VALLADOLID),49,4
1457,16 DE JULIO,LOJA,LOJA,MALACATOS (VALLADOLID),28,3
1458,COLEGIO NACIONAL RUMISHITANA,LOJA,LOJA,MALACATOS (VALLADOLID),97,6
1459,REINA JULIANA DE HOLANDA,LOJA,LOJA,MALACATOS (VALLADOLID),23,4
1460,JOSE BENIGNO JARAMILLO,LOJA,LOJA,MALACATOS (VALLADOLID),28,3
1467,DR HUGO GUILLERMO GONZALEZ,LOJA,LOJA,CHANTACO,32,2
1468,BENJAMIN AYORA,LOJA,LOJA,TAQUIL (MIGUEL RIOFRIO),25,2
1471,TULCAN,LOJA,LOJA,TAQUIL (MIGUEL RIOFRIO),25,3
1472,JOSE MARIA BUSTAMANTE,LOJA,LOJA,TAQUIL (MIGUEL RIOFRIO),62,4
1476,ANGEL RUBEN  PLACENCIA,LOJA,LOJA,TAQUIL (MIGUEL RIOFRIO),34,3
1477,CLOTARIO ESPINOSA SIGCHO,LOJA,LOJA,TAQUIL (MIGUEL RIOFRIO),33,3
1478,GUILLERMO HERRERA SANCHEZ,LOJA,LOJA,TAQUIL (MIGUEL RIOFRIO),42,7
1479,PIO JARAMILLO ALVARADO,LOJA,LOJA,TAQUIL (MIGUEL RIOFRIO),47,4
1480,DR. BENJAMIN AYORA CUEVA,LOJA,LOJA,TAQUIL (MIGUEL RIOFRIO),48,7
1483,ADOLFO VALAREZO,LOJA,LOJA,CHUQUIRIBAMBA,29,2
1494,SEI FOOTPRINTS ELEMENTARY SCHOOL (PRIMARIA),LOJA,LOJA,SAN SEBASTIAN,65,19
1495,LOS OLIVOS,LOJA,LOJA,SAN SEBASTIAN,37,3
1496,MUNDO DE COLORES,LOJA,LOJA,SAN SEBASTIAN,66,9
1500,CENTRO EDUCATIVO AMAUTA,LOJA,LOJA,SAN SEBASTIAN,82,15
1501,CDI YACUARCUNA ANEXO A LA GUARDERIA,LOJA,LOJA,SAN SEBASTIAN,28,1
1504,ESPECIAL CIUDAD DE LOJA N1,LOJA,LOJA,SAN SEBASTIAN,60,9
1505,CENTRO EDUCATIVO PARTICULAR BILINGUE ARCOIRIS,LOJA,LOJA,SAN SEBASTIAN,30,3
1510,CHISPITAS,LOJA,LOJA,SAN SEBASTIAN,28,3
1514,UNIDAD EDUCATIVA EXPERIMENTAL PARA CIEGOS LUIS BRAILLE,LOJA,LOJA,SAN SEBASTIAN,22,12
1515,NICOLASA JURADO,LOJA,LOJA,SAN SEBASTIAN,47,7
1518,GOTITAS DE MIEL,LOJA,LOJA,SUCRE,56,8
1520,APRENDER JUGANDO,LOJA,LOJA,SAN SEBASTIAN,30,4
1528,DOROTEA CARRION,LOJA,LOJA,SAN SEBASTIAN,77,8
1532,CARLOS BURNEO ARIAS,LOJA,LOJA,SAN SEBASTIAN,64,4
1536,ALFONSO AULESTIA BRAVO,LOJA,LOJA,SAN SEBASTIAN,29,3
1543,UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXTENSION RENACIMIENTO,LOJA,LOJA,SAN SEBASTIAN,83,26
1546,ADOLFO JURADO GONZALEZ,LOJA,LOJA,VALLE,47,6
1547,ANGEL MODESTO VALLEJO VIVANCO,LOJA,LOJA,VALLE,39,3
1548,AGUSTIN ALFONSO PALACIO PALACIO,LOJA,LOJA,VALLE,46,4
1549,UNIDAD INFANTIL Y ORFANATO MUNICIPAL N1,LOJA,LOJA,VALLE,62,12
1560,CENTRO ARTESANAL DOROTEA CARRION,LOJA,LOJA,EL SAGRARIO,75,9
1561,DR  JOSE MIGUEL CARRION  MORA,LOJA,LOJA,EL SAGRARIO,24,2
1568,JUAN PABLO II,LOJA,LOJA,EL SAGRARIO,84,13
1587,INSTITUTO ESPECIAL FISCAL PARA CIEGOS BYRON EGUIGUREN,LOJA,LOJA,EL SAGRARIO,34,12
1589,LAS ABEJITAS,LOJA,LOJA,SUCRE,27,8
1590,CADE,LOJA,LOJA,EL SAGRARIO,45,20
1595,LAS ARDILLITAS,LOJA,LOJA,SUCRE,60,2
1602,PARAISO INFANTIL,LOJA,LOJA,SUCRE,43,3
1603,PEDRO DE CIANCA,LOJA,LOJA,SUCRE,23,2
1604,BURBUJITAS DE SABIDURIA,LOJA,LOJA,SUCRE,31,5
1618,INTERNATIONAL SCHOOL HIJOS DEL REY,LOJA,LOJA,EL SAGRARIO,63,7
1625,RAMON SEBASTIAN VALDIVIEZO,LOJA,LOJA,SUCRE,37,3
1626,REPUBLICA DE CUBA,LOJA,LOJA,SUCRE,46,3
1639,CENTRO EDUCATIVO SAGRADO CORAZON PRIMARIA,LOJA,LOJA,SAN SEBASTIAN,64,9
1641,C.E.P. TIMOTEO,LOJA,LOJA,SUCRE,68,7
1644,INSTITUTO EDUCATIVO SAN FRANCISCO JAVIER,LOJA,LOJA,SUCRE,87,11
1646,LAS TRAVESURAS DE CAMILO,LOJA,LOJA,SAN SEBASTIAN,26,4
1649,FERNANDO CHAVEZ,LOJA,LOJA,VALLE,82,11
1651,CENTINELA DEL SUR,LOJA,LOJA,VALLE,46,5
1654,RAMON BURNEO,LOJA,LOJA,VALLE,98,10
1655,JOSE RAFAEL ARIZAGA VEGA,LOJA,LOJA,VALLE,49,5
1656,I.E. ESPECIAL DE LOJA NO. 2,LOJA,LOJA,VALLE,48,11
1657,DR.JORGE CASTILLO CARRION,LOJA,LOJA,VALLE,56,4
1659,DR. ANGEL RAFAEL MORALES,LOJA,LOJA,VALLE,43,3
1660,ROSA SANCHEZ DE FIERRO,LOJA,LOJA,VALLE,31,4
1671,ALBERGUE INFANTIL PADRE JULIO VILLARROEL OCAÑA,LOJA,LOJA,VALLE,74,4
1672,GUSTAVO DARQUEA TERAN,LOJA,LOJA,VALLE,44,6
1673,JOSE MARIA JARAMILLO SUAREZ,LOJA,LOJA,VALLE,45,4
1674,EMILIANO MORA,LOJA,LOJA,VALLE,29,3
1680,SAN PABLO,LOJA,LOJA,VALLE,37,7
1681,CENTRO EDUCATIVO COMUNITARIO PACHAKUTIK,LOJA,LOJA,VALLE,31,2
1683,AMARILIS FUENTES,LOJA,LOJA,SAN LUCAS,37,3
1684,INTI PAKARI,LOJA,LOJA,SAN LUCAS,24,3
1685,WAKA KUSKA,LOJA,LOJA,SAN LUCAS,22,2
1687,CARCHI N21,LOJA,LOJA,SAN LUCAS,63,4
1690,MIGUEL ESPINOSA,LOJA,LOJA,SAN LUCAS,26,1
1692,UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXT MONS LEONIDAS PROAÑO,LOJA,LOJA,SAN LUCAS,72,5
1693,KAPAK RAYMI,LOJA,LOJA,SAN LUCAS,45,6
1694,VICTOR MARCOS MEDINA,LOJA,LOJA,SAN LUCAS,31,3
1695,MONSEÑOR LEONIDAS PROAÑO N 3,LOJA,LOJA,SAN LUCAS,35,3
1696,LUZ COSTA ZABALETA,LOJA,LOJA,SAN LUCAS,30,2
1698,ROBERTO ANDRADE,LOJA,LOJA,SAN LUCAS,43,5
1699,INKA ÑAN,LOJA,LOJA,SAN LUCAS,34,3
1700,AMAWTA WASI,LOJA,LOJA,SAN LUCAS,28,3
1701,MONS LEONIDAS PROAÑO NO 2,LOJA,LOJA,SAN LUCAS,42,4
1704,INKA PIRKA,LOJA,LOJA,SAN LUCAS,32,2
1706,ATAHUALPA Nº 18,LOJA,LOJA,SAN LUCAS,29,4
1707,UNIDAD EDUCATIVA A DISTANCIA DE LOJA  EXT MADRE LAURA MONTOYA,LOJA,LOJA,SAN LUCAS,97,6
1716,ABDON CALDERON MUÑOZ,LOJA,LOJA,SANTIAGO,97,8
1718,ABDON CALDERON,LOJA,LOJA,EL CISNE,85,12
1721,COLEGIO NACIONAL MIXTO EL CISNE,LOJA,LOJA,EL CISNE,87,10
1722,GASPAR GOMEZ DE SALAZAR,LOJA,LOJA,GUALEL,33,3
1723,COLEGIO NACIONAL AGUSTIN CURIPOMA,LOJA,LOJA,GUALEL,63,8
1724,PEDRO BENAVENTE,LOJA,LOJA,GUALEL,21,2
1726,HOMERO VITERI LA FRONTE,LOJA,LOJA,GUALEL,34,2
1730,10 DE DICIEMBRE,LOJA,LOJA,GUALEL,33,2
1734,GONZALO PIZARRO,LOJA,LOJA,JIMBILLA,74,8
1739,LIBERTADOR BOLIVAR,LOJA,LOJA,JIMBILLA,65,8
1740,COLEGIO PARTICULAR JOSE MARIA VIVAR CASTRO,LOJA,LOJA,EL SAGRARIO,44,9
1744,COLEGIO PARTICULAR A DISTANCIA DR. JOSE MARIA VIVAR CASTRO,LOJA,LOJA,EL SAGRARIO,91,7
1753,CENTRO DE FORMACION ARTESANAL SANTA MARIANA DE JESUS,LOJA,MACARA,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),43,7
1757,MANUELITA SAENZ,LOJA,MACARA,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),22,2
1758,DR. CARLOS ROMAN HINOSTROSA,LOJA,MACARA,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),39,3
1763,CARLOS  AROSEMENA TOLA,LOJA,MACARA,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),27,1
1767,JUAN RAFAEL ARROBO,LOJA,MACARA,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),26,2
1774,JARDIN DE INFANTES GEOFRE LUZURIAGA,LOJA,MACARA,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),36,2
1783,SALVADOR BUSTAMANTE CELI,LOJA,MACARA,GENERAL ELOY ALFARO (SAN SEBASTIAN),21,2
1794,SIMON RODRIGUEZ,LOJA,MACARA,SABIANGO (LA CAPILLA),43,10
1795,COLEGIO TECNICO AGROPECUARIO JORGE SANCHEZ MORENO,LOJA,MACARA,SABIANGO (LA CAPILLA),41,10
1799,TORIBIO MORA,LOJA,MACARA,LA VICTORIA,53,6
1803,ANGELA PETRONILA CELI,LOJA,MACARA,LA VICTORIA,33,3
1807,ROSA HONORINA HIDALGO SOTOMAYOR DE RODRIGUEZ,LOJA,MACARA,LA VICTORIA,26,2
1811,COLEGIO TECNICO AGROPECUARIO LA VICTORIA,LOJA,MACARA,LA VICTORIA,83,11
1816,BARTOLOME DE LAS CASAS,LOJA,MACARA,LARAMA,41,4
1821,SEGUNDO NICANOR CASTILLO,LOJA,MACARA,LARAMA,21,2
1822,LIC. ANGEL BENIGNO CARRION,LOJA,MACARA,LARAMA,52,3
1823,CAMILO GALLEGOS DOMINGUEZ,LOJA,MACARA,LARAMA,38,7
1824,CENTRO DE FORMACION ARTESANAL OLMEDO,LOJA,OLMEDO,OLMEDO,53,4
1827,UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXT LIC PATRICIO CARVAJAL,LOJA,OLMEDO,OLMEDO,50,7
1829,COLEGIO NACIONAL LA TINGUE,LOJA,OLMEDO,LA TINGUE,80,10
1830,DR  MANUEL VARGAS CALLE,LOJA,OLMEDO,OLMEDO,21,4
1838,ESCUELA FISCAL MIXTA OLMEDO,LOJA,OLMEDO,OLMEDO,25,3
1839,DR FRANSISCO COSTA ZABALETA,LOJA,OLMEDO,OLMEDO,39,6
1848,ANTONIO NARIÑO,LOJA,OLMEDO,LA TINGUE,41,8
1850,HECTOR BURBANO,LOJA,OLMEDO,OLMEDO,22,1
1851,SUIZA,LOJA,OLMEDO,OLMEDO,30,7
1857,PROFESOR GALO ANIBAL LOPEZ VIVANCO,LOJA,PALTAS,CATACOCHA,31,2
1859,ROBERTO RUILOVA,LOJA,PALTAS,CATACOCHA,25,2
1863,HERMEL N VELASCO,LOJA,PALTAS,CATACOCHA,21,2
1865,GONZALO RUBIO ORBE,LOJA,PALTAS,CATACOCHA,23,2
1868,HERMINIA MASACHE JARAMILLO,LOJA,PALTAS,CATACOCHA,21,1
1872,CENTRO DE EDUCACION ESPECIAL JOSE BELISARIO DIAZ,LOJA,PALTAS,CATACOCHA,32,4
1873,MARCELINO CHAMPAGNAT,LOJA,PALTAS,CATACOCHA,61,7
1880,25 DE JUNIO,LOJA,PALTAS,LOURDES,99,9
1882,SU MAJESTAD EL NIÑO,LOJA,PALTAS,LOURDES,50,2
1884,RAFAEL VILLAVICENCIO VELEZ,LOJA,PALTAS,LOURDES,21,2
1885,COLEGIO NACIONAL SEGUNDO CUEVA CELI,LOJA,PALTAS,LOURDES,57,9
1887,MANUEL UTRERAS GOMEZ,LOJA,PALTAS,LOURDES,21,3
1888,13 DE MAYO,LOJA,PALTAS,LOURDES,45,5
1895,MONSENOR FRANCISCO VALDIVIEZO,LOJA,PALTAS,LOURDES,64,7
1897,EDMUNDO CARBO,LOJA,PALTAS,LOURDES,50,3
1898,LEONIDAS AUGUSTO GUERRERO LOPEZ,LOJA,PALTAS,LOURDES,61,9
1900,COLEGIO DR CARLOS MANUEL ESPINOZA,LOJA,PALTAS,SAN ANTONIO,79,9
1903,JOSE ROSA MALDONADO HURTADO,LOJA,PALTAS,SAN ANTONIO,59,8
1910,GUILLERMO HUMBERTO VINTIMILLA,LOJA,PALTAS,CASANGA,36,3
1913,JUAN RAMON JIMENEZ,LOJA,PALTAS,CASANGA,72,9
1914,COLEGIO NACIONAL MACANDAMINE,LOJA,PALTAS,CASANGA,74,9
1915,CORINA PARRAL DE VELASCO IBARRA,LOJA,PALTAS,CASANGA,32,3
1918,BERMEO VASQUEZ,LOJA,PALTAS,YAMANA,92,9
1920,JORGE GUILLERMO ARMIJOS,LOJA,PALTAS,CASANGA,72,8
1921,MONSEÑOR FRANCISCO VALDIVIESO ALVARADO,LOJA,PALTAS,YAMANA,63,10
1922,ESCUELA FRANCISCO CELI BARBA SEDE RED ESCOLAR RURAL YAMANA,LOJA,PALTAS,YAMANA,21,6
1928,CANONIGO BOLIVAR BAILON MORALES,LOJA,PALTAS,LAURO GUERRERO,27,3
1932,HECTOR LARA ZAMBRANO,LOJA,PALTAS,LAURO GUERRERO,33,2
1933,TECNICO AGROPECUARIO FRONTERA SUR,LOJA,PALTAS,CANGONAMA,57,9
1934,APARICIO BRAVO,LOJA,PALTAS,CANGONAMA,25,2
1938,VICTOR MANUEL REYES AZANZA,LOJA,PALTAS,CANGONAMA,59,7
1940,COLEGIO TECNICO AGROPECUARIO TCNEL. LAURO GUERRERO,LOJA,PALTAS,LAURO GUERRERO,89,13
1941,DOMINGO FAUSTINO SARMIENTO,LOJA,PALTAS,LAURO GUERRERO,68,6
1945,PARCIALIDAD DE LOS PALTAS,LOJA,PALTAS,GUACHANAMA,41,3
1952,EMILIANO GUERRERO,LOJA,PALTAS,GUACHANAMA,38,3
1955,MANUEL DE JESUS VARGAS GUALAN,LOJA,PALTAS,GUACHANAMA,30,2
1957,GARCILAZO DE LA VEGA,LOJA,PALTAS,GUACHANAMA,22,2
1959,BELISARIO QUEVEDO,LOJA,PALTAS,GUACHANAMA,38,4
1960,29 DE MAYO,LOJA,PALTAS,GUACHANAMA,75,11
1962,UNIDAD EDUCATIVA A DISTANCIA DE LOJA  EXT HNO MIGUEL FEBRES CORDERO,LOJA,PALTAS,ORIANGA,35,4
1983,LUZ ANGELICA MARTINEZ,LOJA,PINDAL,CHAQUINAL,41,3
1987,JOSE MIGUEL ZARATE,LOJA,PINDAL,CHAQUINAL,37,4
1989,JUAN PIO MONTUFAR,LOJA,PINDAL,12 DE DICIEMBRE,96,7
1993,MONTECRISTI,LOJA,PINDAL,12 DE DICIEMBRE,35,1
1995,DOLORES SUCRE,LOJA,PINDAL,12 DE DICIEMBRE,36,3
1996,VICTOR EFREN PILCO,LOJA,PINDAL,12 DE DICIEMBRE,32,2
2001,CLOTARIO PAZ PALADINES,LOJA,PINDAL,12 DE DICIEMBRE,94,9
2008,VICTOR MIGUEL MONCAYO PALACIOS,LOJA,PINDAL,MILAGROS,24,3
2012,CIUDAD DE ROMA,LOJA,PINDAL,MILAGROS,21,2
2015,JAMBELI,LOJA,PINDAL,MILAGROS,21,2
2019,OLGA MARINA GONZALEZ GRANDA,LOJA,PINDAL,MILAGROS,48,3
2021,EDUARDO HANNER,LOJA,PINDAL,MILAGROS,45,5
2024,JOSE MARIA URBINA,LOJA,PINDAL,PINDAL,23,4
2029,RAMON PINTO GUZMAN,LOJA,PINDAL,PINDAL,29,2
2033,JARDIN DE INFANTES MARIA ANGELICA IDROVO,LOJA,PINDAL,PINDAL,38,2
2040,MANUEL QUIROGA,LOJA,PUYANGO,CIANO,58,4
2041,DOS DE AGOSTO,LOJA,PUYANGO,CIANO,51,5
2042,SEGUNDO MIGUEL SALAZAR,LOJA,PUYANGO,CIANO,24,3
2044,LA ZARZA,LOJA,PUYANGO,CIANO,33,2
2051,LUIS NAPOLEON DILLON,LOJA,PUYANGO,EL ARENAL,63,4
2052,PAULO FREIRE,LOJA,PUYANGO,EL ARENAL,21,2
2057,CENTRO DE FORMACIÓN ARTESANAL VICENTINO,LOJA,PUYANGO,VICENTINO,45,7
2065,REPUBLICA DE NICARAGUA,LOJA,PUYANGO,VICENTINO,30,2
2066,SANTIAGO RAMON Y CAJAL,LOJA,PUYANGO,VICENTINO,94,7
2071,MODESTO CHAVEZ FRANCO,LOJA,PUYANGO,MERCADILLO,24,2
2072,ALONSO DE MERCADILLO,LOJA,PUYANGO,MERCADILLO,64,8
2083,DANIEL VELEZ,LOJA,PUYANGO,ALAMOR,25,2
2088,JUAN PABLO SAENZ,LOJA,PUYANGO,ALAMOR,51,5
2090,COLEGIO LAUTARO VICENTE LOAYZA,LOJA,PUYANGO,ALAMOR,75,8
2092,CUATRO DE OCTUBRE,LOJA,PUYANGO,ALAMOR,21,1
2112,CRISTOBAL OJEDA DAVILA,LOJA,PUYANGO,ALAMOR,29,3
2124,MARIA AMADA ULLOA,LOJA,PUYANGO,EL LIMO (MARIANA DE JESUS),35,3
2127,SANTIAGO DE LAS MONTAÑAS,LOJA,PUYANGO,EL LIMO (MARIANA DE JESUS),43,3
2133,ANTONIO RICAURTE,LOJA,PUYANGO,EL LIMO (MARIANA DE JESUS),66,6
