,Nombre_Institucion,Provincia,Canton,Parroquia,Numero_de_estudiantes,Numero_de_docentes
1366,JUAN MANUEL OJEDA LUNA,LOJA,GONZANAMA,GONZANAMA,101,9
1367,BALBINA MORENO,LOJA,GONZANAMA,GONZANAMA,138,10
1368,JUAN BAUTISTA AGUIRRE,LOJA,GONZANAMA,GONZANAMA,41,3
1369,LIC GILBERTO LEON YAGUANA,LOJA,GONZANAMA,GONZANAMA,6,2
1370,BALBINA MORENO (COLEGIO),LOJA,GONZANAMA,GONZANAMA,156,15
1371,LAUTARO VICENTE LOAIZA,LOJA,GONZANAMA,GONZANAMA,53,7
1374,CENTRO ARTESANAL DR. LYA HARTN,LOJA,GONZANAMA,GONZANAMA,54,9
1375,TARQUI NO 96,LOJA,GONZANAMA,GONZANAMA,8,5
1376,UNIDAD EDUCATIVA A DISTANCIA DE LOJA  EXTENSION GONZANAMA,LOJA,GONZANAMA,GONZANAMA,115,7
1377,DR CARLOS ANDRADE MARIN,LOJA,GONZANAMA,GONZANAMA,14,2
1378,12 DE OCTUBRE,LOJA,GONZANAMA,GONZANAMA,106,9
1379,NUEVA ESPERANZA,LOJA,GONZANAMA,NAMBACOLA,20,5
1383,AMERICA RUTH LOZADA RAMIREZ,LOJA,GONZANAMA,NAMBACOLA,11,2
1386,MANUEL JOSE JARAMILLO,LOJA,GONZANAMA,NAMBACOLA,16,2
1387,SEGUNDO CUEVA CELI,LOJA,GONZANAMA,NAMBACOLA,15,2
1388,ESCUELA FISCAL   AGRIPINA LUZURIAGA,LOJA,GONZANAMA,NAMBACOLA,18,2
1389,DOMINGA LEON DE ANDRADE,LOJA,GONZANAMA,NAMBACOLA,13,2
1392,ABELARDO FLORES,LOJA,GONZANAMA,NAMBACOLA,87,7
1393,DANIEL SALVADOR OJEDA LUNA,LOJA,GONZANAMA,NAMBACOLA,18,2
1394,PROVINCIA DE LOJA,LOJA,GONZANAMA,NAMBACOLA,40,3
1395,VICENTE ROCAFUERTE,LOJA,GONZANAMA,NAMBACOLA,46,5
1397,JOSE MARIA BURNEO,LOJA,GONZANAMA,NAMBACOLA,51,4
1398,ABEL ABIATAR QUEVEDO,LOJA,GONZANAMA,NAMBACOLA,14,2
1399,CENTRO ARTESANAL BELGICA,LOJA,GONZANAMA,NAMBACOLA,128,11
1400,DR. BALTAZAR AGUIRRE,LOJA,GONZANAMA,NAMBACOLA,63,7
1401,DR. JOSE MARIA RIOFRIO,LOJA,GONZANAMA,NAMBACOLA,15,2
1402,COLEGIO TECNICO AGROPECUARIO  DR AGUSTIN CUEVA SAENZ,LOJA,GONZANAMA,NAMBACOLA,164,15
1403,BELGICA,LOJA,GONZANAMA,NAMBACOLA,161,10
1404,EL PROGRESO,LOJA,GONZANAMA,NAMBACOLA,14,2
1405,CENTRO EDUCATIVO PARTICULAR LA CALANDRIA,LOJA,LOJA,VILCABAMBA (VICTORIA),11,3
1406,JARDIN ANTONIO PEÑA CELI,LOJA,LOJA,VILCABAMBA (VICTORIA),74,3
1407,JOSE VICENTE ANDRADE,LOJA,LOJA,VILCABAMBA (VICTORIA),22,2
1411,CENTRO  DE   FORMACION ARTESANAL FISCAL VILCABAMBA,LOJA,LOJA,VILCABAMBA (VICTORIA),35,4
1412,JUAN MONTALVO,LOJA,LOJA,VILCABAMBA (VICTORIA),421,24
1413,MANUEL RIOFRIO MORA,LOJA,LOJA,VILCABAMBA (VICTORIA),17,2
1415,TRECE DE ABRIL,LOJA,LOJA,VILCABAMBA (VICTORIA),180,12
1417,JULIAN DE RUA PIZARRO,LOJA,LOJA,VILCABAMBA (VICTORIA),28,3
1418,GONZALO ABAD GRIJALVA,LOJA,LOJA,VILCABAMBA (VICTORIA),39,4
1420,SAN PEDRO DE VILCABAMBA,LOJA,LOJA,SAN PEDRO DE VILCABAMBA,122,10
1423,NUEVE DE OCTUBRE,LOJA,LOJA,SAN PEDRO DE VILCABAMBA,85,9
1425,COLEGIO NACIONAL MIXTO VILCABAMBA,LOJA,LOJA,VILCABAMBA (VICTORIA),695,40
1426,MATILDE PALACIO DE JARAMILLO,LOJA,LOJA,YANGANA (ARSENIO CASTILLO),23,3
1427,DR. RICARDO SOTOMAYOR,LOJA,LOJA,YANGANA (ARSENIO CASTILLO),16,2
1428,FRAY VICENTE SOLANO,LOJA,LOJA,YANGANA (ARSENIO CASTILLO),97,9
1429,PEDRO LÓPEZ MEDRANO,LOJA,LOJA,YANGANA (ARSENIO CASTILLO),13,2
1430,JUAN ULLAURI,LOJA,LOJA,YANGANA (ARSENIO CASTILLO),18,2
1431,MANUEL BENJAMIN CARRION,LOJA,LOJA,YANGANA (ARSENIO CASTILLO),141,13
1432,JOAQUIN PALACIOS,LOJA,LOJA,QUINARA,13,2
1433,VICENTE PAZ,LOJA,LOJA,QUINARA,164,10
1434,JOSE VASCONCELOS,LOJA,LOJA,QUINARA,65,3
1435,COLEGIO NACIONAL DR BALTAZAR AGUIRRE,LOJA,LOJA,QUINARA,192,11
1436,DIRIGENTES DEL FUTURO,LOJA,LOJA,MALACATOS (VALLADOLID),34,2
1440,DR LUIS EMILIO RODRIGUEZ,LOJA,LOJA,MALACATOS (VALLADOLID),35,6
1441,MANUEL ESTEBAN GODOY O.,LOJA,LOJA,MALACATOS (VALLADOLID),39,3
1442,RAFAEL RODRIGUEZ PALACIOS,LOJA,LOJA,MALACATOS (VALLADOLID),258,14
1445,TEODORO WOLF,LOJA,LOJA,MALACATOS (VALLADOLID),68,11
1447,ROLANDO MERCHAN SEMERIA,LOJA,LOJA,MALACATOS (VALLADOLID),16,2
1448,ELVIA BÉLGICA JIMÉNEZ DE GONZÁLEZ,LOJA,LOJA,MALACATOS (VALLADOLID),121,9
1449,VICTOR MANUEL BURNEO,LOJA,LOJA,MALACATOS (VALLADOLID),16,2
1451,ESCUELA ANGEL MINOS CUEVA,LOJA,LOJA,MALACATOS (VALLADOLID),10,2
1452,UNIDAD EDUCATIVA MANUEL JOSÉ  RODRIGUEZ,LOJA,LOJA,MALACATOS (VALLADOLID),633,36
1453,MARIA MONTESSORI,LOJA,LOJA,MALACATOS (VALLADOLID),295,13
1455,BLANCA CANO PALACIOS,LOJA,LOJA,MALACATOS (VALLADOLID),49,4
1457,16 DE JULIO,LOJA,LOJA,MALACATOS (VALLADOLID),28,3
1458,COLEGIO NACIONAL RUMISHITANA,LOJA,LOJA,MALACATOS (VALLADOLID),97,6
1459,REINA JULIANA DE HOLANDA,LOJA,LOJA,MALACATOS (VALLADOLID),23,4
1460,JOSE BENIGNO JARAMILLO,LOJA,LOJA,MALACATOS (VALLADOLID),28,3
1461,VICTOR MERCANTE,LOJA,LOJA,MALACATOS (VALLADOLID),139,11
1462,COLEGIO NACIONAL DR. EDUARDO MORA MORENO,LOJA,LOJA,CHANTACO,147,12
1463,CLORINDA ESPINOSA,LOJA,LOJA,CHANTACO,16,2
1464,BENJAMIN FRANKLIN NO 30,LOJA,LOJA,CHANTACO,124,10
1467,DR HUGO GUILLERMO GONZALEZ,LOJA,LOJA,CHANTACO,32,2
1468,BENJAMIN AYORA,LOJA,LOJA,TAQUIL (MIGUEL RIOFRIO),25,2
1470,JUAN ZAMBRANO,LOJA,LOJA,TAQUIL (MIGUEL RIOFRIO),18,2
1471,TULCAN,LOJA,LOJA,TAQUIL (MIGUEL RIOFRIO),25,3
1472,JOSE MARIA BUSTAMANTE,LOJA,LOJA,TAQUIL (MIGUEL RIOFRIO),62,4
1473,RICARDO VALDIVIESO,LOJA,LOJA,TAQUIL (MIGUEL RIOFRIO),252,14
1475,PEDRO PINTO GUZMAN,LOJA,LOJA,TAQUIL (MIGUEL RIOFRIO),17,2
1476,ANGEL RUBEN  PLACENCIA,LOJA,LOJA,TAQUIL (MIGUEL RIOFRIO),34,3
1477,CLOTARIO ESPINOSA SIGCHO,LOJA,LOJA,TAQUIL (MIGUEL RIOFRIO),33,3
1478,GUILLERMO HERRERA SANCHEZ,LOJA,LOJA,TAQUIL (MIGUEL RIOFRIO),42,7
1479,PIO JARAMILLO ALVARADO,LOJA,LOJA,TAQUIL (MIGUEL RIOFRIO),47,4
1480,DR. BENJAMIN AYORA CUEVA,LOJA,LOJA,TAQUIL (MIGUEL RIOFRIO),48,7
1481,PEDRO FERMIN CEVALLOS,LOJA,LOJA,CHUQUIRIBAMBA,14,2
1482,ISABEL DE ARAGON,LOJA,LOJA,CHUQUIRIBAMBA,103,13
1483,ADOLFO VALAREZO,LOJA,LOJA,CHUQUIRIBAMBA,29,2
1486,EDUARDO UNDA BUSTAMANTE,LOJA,LOJA,CHUQUIRIBAMBA,19,2
1490,MARIA DOMINGA GUAYA SINCHE,LOJA,LOJA,CHUQUIRIBAMBA,15,2
1491,SAN VICENTE FERRER,LOJA,LOJA,CHUQUIRIBAMBA,170,21
1492,GONZALEZ SUAREZ,LOJA,LOJA,CHUQUIRIBAMBA,139,9
1494,SEI FOOTPRINTS ELEMENTARY SCHOOL (PRIMARIA),LOJA,LOJA,SAN SEBASTIAN,65,19
1495,LOS OLIVOS,LOJA,LOJA,SAN SEBASTIAN,37,3
1496,MUNDO DE COLORES,LOJA,LOJA,SAN SEBASTIAN,66,9
1498,COLEGIO POPULAR A DISTANCIA PIO JARAMILLO ALVARADO,LOJA,LOJA,SAN SEBASTIAN,158,8
1499,ESCUELA FISCAL DE NIÑAS ELISEO ÁLVAREZ,LOJA,LOJA,SAN SEBASTIAN,461,21
1500,CENTRO EDUCATIVO AMAUTA,LOJA,LOJA,SAN SEBASTIAN,82,15
1502,DR MANUEL BENJAMIN CARRION MORA,LOJA,LOJA,SAN SEBASTIAN,192,10
1503,DOCTOR BENJAMIN CARRION,LOJA,LOJA,SAN SEBASTIAN,268,16
1504,ESPECIAL CIUDAD DE LOJA N1,LOJA,LOJA,SAN SEBASTIAN,60,9
1505,CENTRO EDUCATIVO PARTICULAR BILINGUE ARCOIRIS,LOJA,LOJA,SAN SEBASTIAN,30,3
1506,ESCUELA FISCOMISIONAL EDUVIGES PORTALET,LOJA,LOJA,SAN SEBASTIAN,201,13
1507,ESCUELA ALONSO DE MERCADILLO,LOJA,LOJA,SAN SEBASTIAN,834,33
1508,CENTRO EDUCATIVO INTEGRAL ALBORADA,LOJA,LOJA,SAN SEBASTIAN,19,7
1510,CHISPITAS,LOJA,LOJA,SAN SEBASTIAN,28,3
1511,CENTRO DE FORMACION ARTESANAL  FEDERACION DE ARTESANOS DE LOJA,LOJA,LOJA,SAN SEBASTIAN,175,9
1512,UNIDAD EDUCATIVA  MUNICIPAL  PRADERA,LOJA,LOJA,SAN SEBASTIAN,211,11
1513,MANUEL JOSE AGUIRRE,LOJA,LOJA,EL SAGRARIO,152,14
1514,UNIDAD EDUCATIVA EXPERIMENTAL PARA CIEGOS LUIS BRAILLE,LOJA,LOJA,SAN SEBASTIAN,22,12
1515,NICOLASA JURADO,LOJA,LOJA,SAN SEBASTIAN,47,7
1516,PIO JARAMILLO ALVARADO,LOJA,LOJA,SAN SEBASTIAN,215,10
1518,GOTITAS DE MIEL,LOJA,LOJA,SUCRE,56,8
1520,APRENDER JUGANDO,LOJA,LOJA,SAN SEBASTIAN,30,4
1522,ENRIQUE AGUIRRE BUSTAMANTE,LOJA,LOJA,SAN SEBASTIAN,106,11
1525,DR. REINALDO ESPINOZA AGUILAR,LOJA,LOJA,SAN SEBASTIAN,264,17
1526,CENTRO EDUCATIVO PARTICULAR BILINGUE SAN ANDRES (PRIMARIO),LOJA,LOJA,SAN SEBASTIAN,115,13
1527,MUNICIPAL ECOLOGICA,LOJA,LOJA,SAN SEBASTIAN,129,14
1528,DOROTEA CARRION,LOJA,LOJA,SAN SEBASTIAN,77,8
1529,MATER DEI000,LOJA,LOJA,SAN SEBASTIAN,915,33
1530,LICEO AMERICANO,LOJA,LOJA,SAN SEBASTIAN,130,15
1532,CARLOS BURNEO ARIAS,LOJA,LOJA,SAN SEBASTIAN,64,4
1533,EDISON CALLE LOAIZA,LOJA,LOJA,SAN SEBASTIAN,234,11
1534,U.E MUNICIPAL HEROES DEL CENEPA,LOJA,LOJA,SAN SEBASTIAN,301,15
1535,LUIS HUMBERTO BENITEZ COSTA,LOJA,LOJA,SAN SEBASTIAN,149,10
1536,ALFONSO AULESTIA BRAVO,LOJA,LOJA,SAN SEBASTIAN,29,3
1538,MERCEDES DE JESUS MOLINA Y AYALA,LOJA,LOJA,EL SAGRARIO,105,5
1541,HUMANITOS,LOJA,LOJA,EL SAGRARIO,17,5
1542,CORDILLERA,LOJA,LOJA,EL SAGRARIO,295,29
1543,UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXTENSION RENACIMIENTO,LOJA,LOJA,SAN SEBASTIAN,83,26
1545,MIGUEL ANGEL SUAREZ ROJAS,LOJA,LOJA,VALLE,205,16
1546,ADOLFO JURADO GONZALEZ,LOJA,LOJA,VALLE,47,6
1547,ANGEL MODESTO VALLEJO VIVANCO,LOJA,LOJA,VALLE,39,3
1548,AGUSTIN ALFONSO PALACIO PALACIO,LOJA,LOJA,VALLE,46,4
1549,UNIDAD INFANTIL Y ORFANATO MUNICIPAL N1,LOJA,LOJA,VALLE,62,12
1550,TENIENTE HUGO ORTIZ N2,LOJA,LOJA,VALLE,130,10
1551,UNIDAD EDUC FISCOMISIONAL A DISTACIA JOSE MARIA VELAZ SJ EXT 1LOJA,LOJA,LOJA,VALLE,139,7
1552,BENIGNO BAYANCELA,LOJA,LOJA,VALLE,285,16
1555,SIGLO XXI,LOJA,LOJA,EL SAGRARIO,183,16
1556,EL TESORO DEL SABER,LOJA,LOJA,EL SAGRARIO,148,11
1557,CENTRO ARTESANAL TNTE. HUGO ORTIZ,LOJA,LOJA,VALLE,135,8
1558,TENIENTE HUGO ORTIZ N1,LOJA,LOJA,VALLE,347,20
1559,CENTRO EDUCATIVO CARPE DIEM,LOJA,LOJA,EL SAGRARIO,106,18
1560,CENTRO ARTESANAL DOROTEA CARRION,LOJA,LOJA,EL SAGRARIO,75,9
1561,DR  JOSE MIGUEL CARRION  MORA,LOJA,LOJA,EL SAGRARIO,24,2
1562,UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXT HNO ANGEL PASTRANA,LOJA,LOJA,VALLE,1070,42
1563,ANTONIO PENA CELI,LOJA,LOJA,EL SAGRARIO,688,38
1564,CENTRO EDUCATIVO INTERANDINO,LOJA,LOJA,EL SAGRARIO,163,18
1565,CENTRO DE FORMACION ARTESANAL RAMONA CABRERA,LOJA,LOJA,EL SAGRARIO,107,11
1567,ESC. ADOLFO JURADO GONZALEZ,LOJA,LOJA,EL SAGRARIO,459,24
1568,JUAN PABLO II,LOJA,LOJA,EL SAGRARIO,84,13
1569,RAINBOW PLAY SCHOOL,LOJA,LOJA,EL SAGRARIO,100,6
1570,CENTRO EDUCATIVO PARTICULAR BILINGUE BETEL,LOJA,LOJA,EL SAGRARIO,155,16
1571,COLEGIO PARTICULAR ISIDRO AYORA,LOJA,LOJA,SAN SEBASTIAN,375,10
1572,COLEGIO PARTICULA R JUAN MONTALVO,LOJA,LOJA,SAN SEBASTIAN,245,22
1573,MIGUEL RIOFRIO  N 1,LOJA,LOJA,EL SAGRARIO,1112,44
1574,UNIDAD EDUCATIVA ATENEO,LOJA,LOJA,EL SAGRARIO,309,27
1575,MONS. FRANCISCO VALDIVIEZO ALVARADO,LOJA,LOJA,EL SAGRARIO,196,14
1576,SAN JUAN BAUTISTA DE LA SALLE,LOJA,LOJA,EL SAGRARIO,234,17
1581,UNIDAD EDUCATIVA LA PORCIUNCULA,LOJA,LOJA,EL SAGRARIO,986,45
1582,MIGUEL ANGEL SUAREZ ROJAS,LOJA,LOJA,EL SAGRARIO,368,23
1583,ESCUELA 18 DE NOVIEMBRE,LOJA,LOJA,EL SAGRARIO,486,22
1584,CENTRO DE DESARROLLO INTEGRAL PUNTO DE PARTIDA,LOJA,LOJA,EL SAGRARIO,226,25
1585,MIGUEL RIOFRIO N° 2,LOJA,LOJA,EL SAGRARIO,521,28
1586,ESCUELA PARTICULAR VESPERTINA CONFESIONAL LA DOLOROSA,LOJA,LOJA,EL SAGRARIO,263,24
1587,INSTITUTO ESPECIAL FISCAL PARA CIEGOS BYRON EGUIGUREN,LOJA,LOJA,EL SAGRARIO,34,12
1589,LAS ABEJITAS,LOJA,LOJA,SUCRE,27,8
1590,CADE,LOJA,LOJA,EL SAGRARIO,45,20
1591,COLEGIO DR. ANTONIO PEñA CELI,LOJA,LOJA,SUCRE,298,25
1592,ROSA JOSEFINA BURNEO DE BURNEO,LOJA,LOJA,SUCRE,280,17
1593,MONTSERRAT,LOJA,LOJA,SUCRE,19,2
1595,LAS ARDILLITAS,LOJA,LOJA,SUCRE,60,2
1596,LUIS ANTONIO ENRIQUE ORTEGA,LOJA,LOJA,SUCRE,376,18
1597,VICENTE BASTIDAS REINOSO,LOJA,LOJA,SUCRE,317,19
1598,25 DE DICIEMBRE,LOJA,LOJA,SUCRE,187,10
1599,ISIDRO AYORA PRESIDENTE,LOJA,LOJA,SUCRE,156,9
1600,MANUEL IGNACIO MONTERO VALDIVIESO,LOJA,LOJA,SUCRE,189,12
1601,HERNAN GALLARDO MOSCOSO,LOJA,LOJA,SUCRE,179,9
1602,PARAISO INFANTIL,LOJA,LOJA,SUCRE,43,3
1603,PEDRO DE CIANCA,LOJA,LOJA,SUCRE,23,2
1604,BURBUJITAS DE SABIDURIA,LOJA,LOJA,SUCRE,31,5
1605,FILOMENA ROJAS,LOJA,LOJA,SUCRE,234,12
1606,ZOILA MARIA ASTUDILLO CELI,LOJA,LOJA,SUCRE,165,11
1607,JOSE ALEJANDRINO VELASCO,LOJA,LOJA,SUCRE,393,19
1608,FILOMENA MORA DE CARRION,LOJA,LOJA,SUCRE,359,22
1609,UNIDAD EDUCATIVA MUNICIPAL DR ANGEL FELICISIMO ROJAS,LOJA,LOJA,SUCRE,163,14
1610,UNIDAD EDUCATIVA MUNICIPAL MONSEÑOR JORGE GUILLERMO ARMIJOS,LOJA,LOJA,SUCRE,172,11
1611,CIUDAD DE LOJA,LOJA,LOJA,EL SAGRARIO,694,32
1612,JULIO ORDOÑEZ ESPINOSA,LOJA,LOJA,EL SAGRARIO,869,37
1613,JOSE ANGEL PALACIO,LOJA,LOJA,EL SAGRARIO,270,19
1615,COLEGIO FISCAL MIXTO MANUEL ENRIQUE RENGEL,LOJA,LOJA,EL SAGRARIO,287,23
1616,ROSA GRIMANESA ORTEGA,LOJA,LOJA,EL SAGRARIO,111,11
1617,JOSE MIGUEL GARCIA MORENO,LOJA,LOJA,EL SAGRARIO,167,9
1618,INTERNATIONAL SCHOOL HIJOS DEL REY,LOJA,LOJA,EL SAGRARIO,63,7
1620,CENTRO DE REHABILITACION DE MENORES,LOJA,LOJA,SAN SEBASTIAN,0,4
1621,CENTRO EDUCATIVO PARTICULAR BILINGUE DIRIGENTES DEL FUTURO,LOJA,LOJA,EL SAGRARIO,112,11
1622,PARTICULAR A DISTANCIA AMAZONAS,LOJA,LOJA,SUCRE,327,16
1623,LAURO DAMERVAL AYORA Nº2,LOJA,LOJA,SAN SEBASTIAN,122,9
1624,INSTITUTO PARTICULAR DE EDUCACION BASICA SIMON BOLIVAR,LOJA,LOJA,SAN SEBASTIAN,196,21
1625,RAMON SEBASTIAN VALDIVIEZO,LOJA,LOJA,SUCRE,37,3
1626,REPUBLICA DE CUBA,LOJA,LOJA,SUCRE,46,3
1627,DANIEL RODAS BUSTAMANTE,LOJA,LOJA,SUCRE,422,24
1628,DRA  MATILDE HIDALGO DE PROCEL N1,LOJA,LOJA,SUCRE,448,21
1629,GRACIELA FELIPA ATARIHUANA,LOJA,LOJA,SAN SEBASTIAN,317,17
1630,UNIDAD EDUCATIVA MUNICIPAL TIERRAS COLORADAS,LOJA,LOJA,SUCRE,223,15
1631,U.E MUNICIPAL BORJA,LOJA,LOJA,SUCRE,120,12
1632,MATILDE HIDALGO DE PROCEL NRO 2,LOJA,LOJA,SUCRE,125,13
1633,ANDRES MACHADO MONTERO,LOJA,LOJA,SUCRE,102,5
1634,CAPULÍ LOMA,LOJA,LOJA,SUCRE,124,10
1635,MONS.JUAN MARIA RIOFRIO,LOJA,LOJA,SUCRE,308,17
1636,JOSE MIGUEL BURNEO BURNEO,LOJA,LOJA,SUCRE,314,17
1637,LUZ HORTENSIA RUIZ CENTRO ARTESANAL,LOJA,LOJA,SAN SEBASTIAN,131,10
1638,CENTRO EDUCATIVO IV CENTENARIO 2,LOJA,LOJA,SUCRE,260,19
1639,CENTRO EDUCATIVO SAGRADO CORAZON PRIMARIA,LOJA,LOJA,SAN SEBASTIAN,64,9
1640,NIÑO JESUS,LOJA,LOJA,SAN SEBASTIAN,133,7
1641,C.E.P. TIMOTEO,LOJA,LOJA,SUCRE,68,7
1642,UNIDAD INFANTIL MUNICIPAL CENTRO COMERIAL LOJA,LOJA,LOJA,EL SAGRARIO,107,13
1643,LAURO DAMERVAL AYORA 1,LOJA,LOJA,SAN SEBASTIAN,917,42
1644,INSTITUTO EDUCATIVO SAN FRANCISCO JAVIER,LOJA,LOJA,SUCRE,87,11
1645,CENTRO DE AUDICION Y LENGUAJE,LOJA,LOJA,SAN SEBASTIAN,118,15
1646,LAS TRAVESURAS DE CAMILO,LOJA,LOJA,SAN SEBASTIAN,26,4
1647,CUARTO  CENTENARIO  N 1,LOJA,LOJA,SUCRE,540,28
1648,ZOILA ALVARADO DE JARAMILLO,LOJA,LOJA,SAN SEBASTIAN,596,29
1649,FERNANDO CHAVEZ,LOJA,LOJA,VALLE,82,11
1651,CENTINELA DEL SUR,LOJA,LOJA,VALLE,46,5
1652,MADRE ETERNA,LOJA,LOJA,VALLE,10,2
1654,RAMON BURNEO,LOJA,LOJA,VALLE,98,10
1655,JOSE RAFAEL ARIZAGA VEGA,LOJA,LOJA,VALLE,49,5
1656,I.E. ESPECIAL DE LOJA NO. 2,LOJA,LOJA,VALLE,48,11
1657,DR.JORGE CASTILLO CARRION,LOJA,LOJA,VALLE,56,4
1658,FEDERICO GARCIA LORCA,LOJA,LOJA,VALLE,20,4
1659,DR. ANGEL RAFAEL MORALES,LOJA,LOJA,VALLE,43,3
1660,ROSA SANCHEZ DE FIERRO,LOJA,LOJA,VALLE,31,4
1661,CLOTILDE GUILLEN DE REZANO,LOJA,LOJA,VALLE,15,2
1662,DR LUIS FELIPE ZAPATER ALVAREZ BLANCO,LOJA,LOJA,VALLE,208,11
1663,24 DE MAYO,LOJA,LOJA,VALLE,210,13
1664,HUGO GUILLERMO GONZALEZ,LOJA,LOJA,VALLE,105,3
1665,IBEROAMERICANO SAN AGUSTIN,LOJA,LOJA,VALLE,255,25
1666,POMPILIO REINOSO JARAMILLO,LOJA,LOJA,VALLE,231,16
1667,COLEGIO PARTICULAR EUGENIO ESPEJO,LOJA,LOJA,VALLE,577,31
1668,JULIO MARIA MATOVELLE,LOJA,LOJA,SUCRE,451,21
1669,MARIETA DE VEINTIMILLA,LOJA,LOJA,VALLE,685,30
1671,ALBERGUE INFANTIL PADRE JULIO VILLARROEL OCAÑA,LOJA,LOJA,VALLE,74,4
1672,GUSTAVO DARQUEA TERAN,LOJA,LOJA,VALLE,44,6
1673,JOSE MARIA JARAMILLO SUAREZ,LOJA,LOJA,VALLE,45,4
1674,EMILIANO MORA,LOJA,LOJA,VALLE,29,3
1675,EDUCARE,LOJA,LOJA,VALLE,200,19
1676,JOSE INGENIEROS NUMERO 1,LOJA,LOJA,VALLE,704,29
1679,JOSE INGENIERO N 2,LOJA,LOJA,VALLE,305,21
1680,SAN PABLO,LOJA,LOJA,VALLE,37,7
1681,CENTRO EDUCATIVO COMUNITARIO PACHAKUTIK,LOJA,LOJA,VALLE,31,2
1682,UNIDAD EDUCATIVA FERNANDO SUAREZ PALACIO,LOJA,LOJA,VALLE,345,25
1683,AMARILIS FUENTES,LOJA,LOJA,SAN LUCAS,37,3
1684,INTI PAKARI,LOJA,LOJA,SAN LUCAS,24,3
1685,WAKA KUSKA,LOJA,LOJA,SAN LUCAS,22,2
1686,BALBINA HIDALGO,LOJA,LOJA,SAN LUCAS,100,9
1687,CARCHI N21,LOJA,LOJA,SAN LUCAS,63,4
1688,DR MAXIMO AGUSTIN RODRIGEZ,LOJA,LOJA,SAN LUCAS,147,12
1689,SANTA CATALINA,LOJA,LOJA,SAN LUCAS,264,11
1691,CAMINOS DEL SABER,LOJA,LOJA,SAN LUCAS,125,5
1692,UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXT MONS LEONIDAS PROAÑO,LOJA,LOJA,SAN LUCAS,72,5
1693,KAPAK RAYMI,LOJA,LOJA,SAN LUCAS,45,6
1694,VICTOR MARCOS MEDINA,LOJA,LOJA,SAN LUCAS,31,3
1695,MONSEÑOR LEONIDAS PROAÑO N 3,LOJA,LOJA,SAN LUCAS,35,3
1696,LUZ COSTA ZABALETA,LOJA,LOJA,SAN LUCAS,30,2
1697,MARIANA DE JESUS GUANUCHE,LOJA,LOJA,SAN LUCAS,19,2
1698,ROBERTO ANDRADE,LOJA,LOJA,SAN LUCAS,43,5
1699,INKA ÑAN,LOJA,LOJA,SAN LUCAS,34,3
1700,AMAWTA WASI,LOJA,LOJA,SAN LUCAS,28,3
1701,MONS LEONIDAS PROAÑO NO 2,LOJA,LOJA,SAN LUCAS,42,4
1702,RUMIÑAHUI,LOJA,LOJA,SAN LUCAS,116,9
1703,YACHAYTA MICHIK,LOJA,LOJA,SAN LUCAS,13,3
1704,INKA PIRKA,LOJA,LOJA,SAN LUCAS,32,2
1706,ATAHUALPA Nº 18,LOJA,LOJA,SAN LUCAS,29,4
1707,UNIDAD EDUCATIVA A DISTANCIA DE LOJA  EXT MADRE LAURA MONTOYA,LOJA,LOJA,SAN LUCAS,97,6
1708,UNIDAD EDUCATIVA MUSHUK RIMAK,LOJA,LOJA,SAN LUCAS,388,31
1711,LUIS PASTEUR,LOJA,LOJA,SANTIAGO,125,10
1713,MAGDALENA DAVALOS,LOJA,LOJA,SANTIAGO,8,2
1716,ABDON CALDERON MUÑOZ,LOJA,LOJA,SANTIAGO,97,8
1718,ABDON CALDERON,LOJA,LOJA,EL CISNE,85,12
1721,COLEGIO NACIONAL MIXTO EL CISNE,LOJA,LOJA,EL CISNE,87,10
1722,GASPAR GOMEZ DE SALAZAR,LOJA,LOJA,GUALEL,33,3
1723,COLEGIO NACIONAL AGUSTIN CURIPOMA,LOJA,LOJA,GUALEL,63,8
1724,PEDRO BENAVENTE,LOJA,LOJA,GUALEL,21,2
1725,ALVAREZ SANCHEZ COLOMBIA,LOJA,LOJA,GUALEL,288,17
1726,HOMERO VITERI LA FRONTE,LOJA,LOJA,GUALEL,34,2
1730,10 DE DICIEMBRE,LOJA,LOJA,GUALEL,33,2
1731,UNIDAD EDUCATIVA FISCOMISIONAL CORAZON DE MARIA,LOJA,LOJA,EL CISNE,151,22
1733,AZUAY N 12,LOJA,LOJA,JIMBILLA,13,2
1734,GONZALO PIZARRO,LOJA,LOJA,JIMBILLA,74,8
1739,LIBERTADOR BOLIVAR,LOJA,LOJA,JIMBILLA,65,8
1740,COLEGIO PARTICULAR JOSE MARIA VIVAR CASTRO,LOJA,LOJA,EL SAGRARIO,44,9
1742,LICEO DE LOJA,LOJA,LOJA,SAN SEBASTIAN,482,39
1744,COLEGIO PARTICULAR A DISTANCIA DR. JOSE MARIA VIVAR CASTRO,LOJA,LOJA,EL SAGRARIO,91,7
1746,CENTRO DE REHABILITACION DE ADULTOS DE LOJA,LOJA,LOJA,SAN SEBASTIAN,0,2
1750,MANUEL ENRIQUE RENGEL,LOJA,MACARA,MACARA  (MANUEL ENRIQUE RENGEL SUQUILANDA),122,10
